customer_id,email_received,purchase_made,age,previous_purchases
14524,0,0,54,16
14525,0,0,37,10
14526,0,0,57,8
14527,0,0,55,4
14528,0,0,24,0
14529,1,0,44,8
14530,0,0,56,16
14531,1,0,24,18
14532,1,0,51,17
14533,0,1,51,16
14534,0,0,18,6
14535,1,0,27,0
14536,0,0,66,5
14537,1,0,59,19
14538,0,0,64,4
14539,1,0,28,19
14540,0,0,58,13
14541,0,0,25,4
14542,1,1,22,2
14543,0,0,26,13
14544,0,0,32,3
14545,0,0,50,1
14546,0,0,43,12
14547,1,0,54,14
14548,1,0,61,9
14549,1,0,39,10
14550,1,0,35,7
14551,0,0,44,5
14552,0,0,33,5
14553,1,0,31,7
14554,1,0,45,13
14555,0,0,19,13
14556,0,1,52,2
14557,0,0,32,4
14558,1,0,19,5
14559,1,0,67,4
14560,0,0,63,4
14561,1,0,43,15
14562,0,0,24,0
14563,0,1,69,7
14564,1,0,40,17
14565,0,0,34,11
14566,0,0,31,8
14567,1,0,57,0
14568,1,0,25,3
14569,1,0,69,6
14570,0,0,58,8
14571,0,1,59,5
14572,1,0,67,19
14573,1,0,25,6
14574,1,0,67,17
14575,0,0,61,8
14576,0,0,27,0
14577,1,0,52,19
14578,1,1,49,15
14579,0,0,34,0
14580,0,0,33,13
14581,0,0,28,16
14582,0,0,55,18
14583,0,0,57,13
14584,0,0,31,13
14585,1,0,23,3
14586,0,0,33,13
14587,1,0,43,9
14588,0,0,31,7
14589,1,0,64,1
14590,0,0,25,3
14591,1,0,27,2
14592,1,1,35,19
14593,1,0,49,3
14594,1,0,48,2
14595,0,0,58,11
14596,1,0,19,8
14597,1,1,59,2
14598,1,0,43,5
14599,0,0,39,18
14600,1,0,65,3
14601,0,0,57,16
14602,0,0,43,18
14603,0,0,49,1
14604,0,0,26,11
14605,1,0,25,6
14606,1,1,29,16
14607,1,0,45,3
14608,1,1,68,4
14609,1,1,31,14
14610,1,0,35,16
14611,0,1,61,2
14612,1,0,41,13
14613,1,0,30,9
14614,1,0,32,13
14615,1,1,22,8
14616,1,0,59,10
14617,0,0,49,3
14618,0,0,62,12
14619,1,0,24,19
14620,0,0,61,12
14621,1,0,43,5
14622,0,0,40,15
14623,0,0,61,4
14624,1,1,44,18
14625,0,0,21,1
14626,1,0,27,18
14627,0,0,46,10
14628,0,0,20,12
14629,1,0,30,18
14630,0,0,32,5
14631,1,1,60,2
14632,1,0,24,0
14633,0,0,60,13
14634,1,1,65,0
14635,1,1,21,4
14636,0,0,61,0
14637,0,0,19,18
14638,0,0,54,3
14639,1,0,58,5
14640,1,0,37,6
14641,1,0,37,10
14642,1,0,21,12
14643,1,1,30,2
14644,1,0,25,19
14645,1,0,34,1
14646,0,0,63,7
14647,1,0,26,5
14648,1,0,37,13
14649,1,0,54,0
14650,1,0,25,11
14651,0,0,40,11
14652,1,1,23,10
14653,0,0,26,13
14654,1,0,42,18
14655,0,1,18,7
14656,1,0,59,2
14657,1,0,56,8
14658,1,0,33,10
14659,0,0,28,2
14660,1,0,47,7
14661,1,0,63,15
14662,1,1,34,2
14663,0,0,52,10
14664,1,1,61,3
14665,0,0,22,2
14666,1,0,69,13
14667,0,0,20,0
14668,1,0,59,15
14669,1,0,47,7
14670,0,0,49,9
14671,0,0,26,18
14672,1,0,52,16
14673,0,0,19,9
14674,1,0,20,5
14675,0,0,40,6
14676,0,0,50,18
14677,0,0,61,14
14678,1,0,45,14
14679,0,0,47,17
14680,1,0,30,19
14681,1,1,45,4
14682,0,1,31,2
14683,1,0,22,3
14684,0,0,64,9
14685,1,0,45,0
14686,0,0,36,19
14687,0,0,30,3
14688,1,1,55,6
14689,1,0,31,19
14690,0,0,37,7
14691,1,1,63,9
14692,0,0,54,13
14693,1,0,61,3
14694,1,0,32,18
14695,0,0,36,10
14696,0,0,60,11
14697,0,0,30,7
14698,0,0,62,14
14699,0,0,35,15
14700,1,0,49,10
14701,1,0,24,8
14702,0,0,51,18
14703,1,0,58,3
14704,1,0,30,7
14705,1,0,59,14
14706,1,0,39,11
14707,1,0,51,18
14708,0,0,68,9
14709,0,0,54,11
14710,0,0,39,12
14711,0,0,57,1
14712,0,0,45,8
14713,1,0,36,5
14714,0,0,56,18
14715,1,0,56,13
14716,0,0,38,3
14717,1,0,61,15
14718,1,0,55,12
14719,0,0,26,3
14720,0,1,44,17
14721,1,0,42,12
14722,0,0,31,7
14723,0,0,40,3
14724,0,0,69,1
14725,1,0,39,14
14726,1,0,47,1
14727,1,0,32,7
14728,1,0,54,18
14729,1,1,55,4
14730,1,0,38,2
14731,1,0,63,19
14732,0,0,19,4
14733,0,0,53,15
14734,1,0,29,4
14735,1,0,51,8
14736,0,1,26,10
14737,0,0,40,11
14738,1,0,40,7
14739,1,0,36,0
14740,0,0,21,15
14741,1,0,27,1
14742,1,0,34,10
14743,1,0,41,15
14744,0,0,48,18
14745,0,0,30,0
14746,0,0,56,17
14747,0,0,19,0
14748,1,0,34,10
14749,0,0,33,4
14750,1,0,19,4
14751,0,0,29,19
14752,0,1,69,2
14753,1,1,23,1
14754,1,0,18,7
14755,0,0,30,10
14756,1,0,21,17
14757,1,0,28,13
14758,1,0,46,16
14759,1,0,33,19
14760,0,0,22,16
14761,1,0,49,0
14762,1,0,56,3
14763,0,0,59,4
14764,0,0,21,14
14765,1,0,58,12
14766,0,0,55,6
14767,0,0,45,13
14768,1,0,19,12
14769,0,0,53,18
14770,0,0,40,19
14771,1,0,53,14
14772,1,1,44,11
14773,0,0,29,14
14774,1,0,30,5
14775,1,1,50,4
14776,1,0,26,19
14777,0,1,51,19
14778,0,0,47,4
14779,0,0,32,0
14780,1,0,49,12
14781,1,1,21,6
14782,1,0,38,15
14783,1,0,38,7
14784,1,0,57,6
14785,0,0,33,18
14786,1,0,44,8
14787,1,0,47,17
14788,1,1,52,17
14789,0,0,41,11
14790,1,0,69,3
14791,0,0,56,14
14792,0,0,53,3
14793,1,0,49,2
14794,1,0,27,15
14795,0,0,63,15
14796,1,0,48,19
14797,0,0,20,18
14798,0,0,38,1
14799,0,0,18,8
14800,1,0,20,14
14801,1,0,49,19
14802,1,1,22,2
14803,1,0,68,14
14804,0,1,66,6
14805,0,0,52,2
14806,1,0,46,19
14807,0,0,32,7
14808,1,0,34,0
14809,1,0,40,5
14810,1,1,46,6
14811,0,0,22,14
14812,0,0,37,13
14813,1,0,43,12
14814,0,0,22,11
14815,1,0,46,10
14816,0,1,29,6
14817,0,0,22,15
14818,0,0,56,8
14819,0,0,42,12
14820,1,0,47,3
14821,0,0,22,14
14822,0,0,34,13
14823,0,0,19,15
14824,0,0,65,18
14825,0,0,53,15
14826,0,0,52,12
14827,1,0,68,6
14828,1,0,67,18
14829,1,0,40,4
14830,1,0,23,7
14831,0,0,68,2
14832,1,0,55,2
14833,1,0,18,5
14834,0,0,52,1
14835,1,0,20,18
14836,0,0,23,17
14837,0,0,54,0
14838,1,0,39,9
14839,0,0,49,16
14840,0,0,29,3
14841,0,0,55,14
14842,0,0,50,12
14843,0,0,61,19
14844,1,0,65,3
14845,1,0,48,3
14846,1,0,19,1
14847,0,0,21,10
14848,1,0,58,16
14849,1,1,51,13
14850,0,0,22,17
14851,1,0,51,12
14852,1,0,18,13
14853,1,1,30,19
14854,0,0,19,13
14855,0,0,57,10
14856,1,0,58,12
14857,1,0,67,15
14858,1,0,66,5
14859,1,0,41,11
14860,1,0,57,7
14861,0,1,52,5
14862,1,0,27,3
14863,0,0,23,15
14864,1,0,43,10
14865,1,0,38,19
14866,0,0,38,6
14867,1,0,61,4
14868,0,0,21,4
14869,0,0,46,11
14870,0,0,66,8
14871,0,0,39,11
14872,0,0,20,13
14873,0,0,48,2
14874,1,0,21,18
14875,1,0,38,2
14876,1,0,63,9
14877,0,0,26,1
14878,1,0,48,11
14879,1,0,54,4
14880,0,0,67,8
14881,1,0,55,19
14882,0,0,44,11
14883,1,0,29,11
14884,0,0,50,8
14885,0,0,39,7
14886,1,0,26,14
14887,0,0,38,12
14888,0,0,28,6
14889,1,0,41,4
14890,1,0,59,9
14891,1,1,23,1
14892,0,0,55,10
14893,0,0,23,9
14894,1,0,34,11
14895,0,0,24,6
14896,0,0,32,12
14897,1,0,36,0
14898,0,0,60,2
14899,0,0,36,16
14900,0,0,49,19
14901,0,0,62,6
14902,0,0,23,16
14903,0,0,32,6
14904,0,0,20,10
14905,1,0,22,3
14906,1,0,30,1
14907,0,0,34,7
14908,1,0,19,2
14909,0,0,37,13
14910,0,0,61,16
14911,0,0,52,7
14912,1,0,57,6
14913,1,0,36,1
14914,1,0,48,6
14915,0,0,64,19
14916,0,0,38,5
14917,1,0,67,13
14918,0,0,43,1
14919,1,0,53,16
14920,1,0,69,1
14921,1,0,46,6
14922,1,0,40,12
14923,1,1,30,10
14924,1,0,55,14
14925,1,0,50,8
14926,0,0,54,2
14927,1,0,69,16
14928,0,0,42,13
14929,0,0,24,17
14930,0,0,18,19
14931,0,0,60,2
14932,1,0,22,18
14933,1,0,19,8
14934,0,0,67,12
14935,0,0,50,10
14936,1,1,32,1
14937,1,0,64,16
14938,1,1,33,1
14939,0,0,57,16
14940,1,1,30,10
14941,0,0,56,18
14942,0,0,41,0
14943,0,1,25,18
14944,0,0,63,0
14945,0,0,41,0
14946,1,0,41,9
14947,0,0,19,15
14948,0,0,21,6
14949,0,0,68,6
14950,0,0,31,5
14951,1,0,43,6
14952,0,0,34,4
14953,1,1,19,10
14954,0,1,67,17
14955,1,0,47,13
14956,1,0,39,3
14957,1,0,30,2
14958,1,0,44,15
14959,1,1,41,1
14960,0,0,36,2
14961,1,0,19,12
14962,1,1,41,4
14963,1,0,54,17
14964,0,0,68,12
14965,0,0,54,0
14966,1,0,29,9
14967,0,0,21,14
14968,0,0,26,8
14969,0,0,24,16
14970,1,0,51,0
14971,1,0,45,18
14972,0,0,53,6
14973,0,0,31,8
14974,0,0,31,12
14975,0,0,50,15
14976,1,0,52,3
14977,1,0,58,7
14978,0,0,20,16
14979,1,0,57,17
14980,1,1,50,11
14981,0,0,68,10
14982,0,0,25,1
14983,1,0,58,3
14984,0,0,27,7
14985,1,0,58,15
14986,0,0,39,13
14987,1,0,21,19
14988,1,0,54,5
14989,1,1,26,9
14990,1,0,64,13
14991,1,0,33,6
14992,1,0,22,19
14993,0,0,21,12
14994,0,0,49,19
14995,1,1,49,2
14996,1,1,28,0
14997,0,0,45,3
14998,0,0,48,12
14999,1,0,44,17
15000,0,0,29,16
15001,0,0,31,11
15002,1,0,26,13
15003,1,0,48,6
15004,0,0,27,10
15005,0,0,59,6
15006,0,1,29,9
15007,0,0,64,17
15008,1,0,46,15
15009,1,0,19,17
15010,0,0,45,2
15011,0,0,18,4
15012,0,0,68,8
15013,1,0,57,2
15014,0,0,23,13
15015,1,0,59,11
15016,1,1,42,2
15017,1,0,37,16
15018,1,0,62,19
15019,0,0,45,13
15020,1,0,41,5
15021,0,0,37,14
15022,1,0,34,10
15023,0,0,40,12
15024,1,0,29,11
15025,0,0,53,6
15026,1,0,21,12
15027,0,0,54,11
15028,1,0,38,6
15029,0,0,51,19
15030,0,0,50,16
15031,1,0,36,12
15032,1,1,31,1
15033,0,0,47,16
15034,1,1,37,6
15035,1,0,42,15
15036,1,0,42,12
15037,0,0,59,14
15038,0,0,23,1
15039,1,0,19,2
15040,0,0,22,12
15041,1,0,24,19
15042,0,0,18,15
15043,0,0,21,5
15044,1,0,46,5
15045,1,0,46,4
15046,1,0,43,14
15047,0,0,45,6
15048,0,0,60,4
15049,0,1,60,1
15050,0,1,24,5
15051,1,0,51,17
15052,1,1,46,5
15053,0,0,53,10
15054,1,0,23,2
15055,0,0,58,7
15056,1,0,68,7
15057,0,0,20,16
15058,1,0,42,13
15059,0,0,51,10
15060,0,0,26,14
15061,0,0,50,6
15062,0,0,27,13
15063,0,0,66,5
15064,0,0,20,19
15065,0,0,36,12
15066,1,0,18,14
15067,0,0,45,0
15068,1,1,66,15
15069,0,0,58,16
15070,1,0,38,1
15071,1,0,53,7
15072,0,0,46,5
15073,1,0,66,1
15074,0,0,53,15
15075,1,0,61,8
15076,1,0,32,8
15077,0,0,48,3
15078,0,0,50,10
15079,0,0,54,4
15080,0,0,66,1
15081,1,0,50,6
15082,0,1,32,11
15083,0,0,42,5
15084,0,0,38,7
15085,0,0,68,14
15086,0,1,26,3
15087,1,0,42,3
15088,0,0,59,14
15089,1,1,69,11
15090,0,0,46,10
15091,0,0,34,0
15092,1,0,27,7
15093,0,1,45,1
15094,0,0,34,19
15095,1,1,39,3
15096,0,0,69,1
15097,0,0,49,17
15098,1,0,46,16
15099,1,0,37,2
15100,0,0,51,4
15101,0,0,67,9
15102,0,0,44,18
15103,0,0,37,12
15104,1,0,67,1
15105,1,0,27,16
15106,1,0,33,17
15107,0,0,26,18
15108,0,0,20,10
15109,1,0,24,18
15110,0,0,22,6
15111,1,0,37,15
15112,1,0,33,4
15113,1,1,42,7
15114,0,0,39,3
15115,0,0,57,10
15116,1,0,40,13
15117,1,0,46,19
15118,1,0,36,18
15119,0,0,66,10
15120,1,0,52,18
15121,1,0,63,7
15122,0,0,30,8
15123,1,0,23,18
15124,1,0,22,0
15125,0,0,37,7
15126,0,0,46,8
15127,1,0,68,3
15128,0,0,64,9
15129,1,0,58,5
15130,0,0,49,19
15131,0,0,62,2
15132,1,1,43,13
15133,1,0,47,15
15134,0,0,55,8
15135,1,0,21,14
15136,0,0,60,6
15137,0,0,51,10
15138,0,0,68,16
15139,0,0,67,13
15140,1,0,65,3
15141,1,1,18,5
15142,1,0,33,18
15143,1,0,60,9
15144,0,0,53,16
15145,1,0,19,15
15146,1,0,33,4
15147,1,0,33,7
15148,1,0,18,18
15149,1,0,41,16
15150,0,0,39,7
15151,1,0,56,1
15152,1,0,23,11
15153,1,0,43,1
15154,0,0,66,12
15155,1,0,44,15
15156,1,0,53,11
15157,0,1,42,18
15158,1,0,55,17
15159,0,0,64,5
15160,0,0,19,2
15161,0,0,25,11
15162,1,1,49,3
15163,0,0,64,3
15164,0,0,47,4
15165,0,0,21,3
15166,0,0,40,1
15167,0,0,56,18
15168,0,0,57,10
15169,1,0,52,16
15170,1,0,51,3
15171,0,0,38,14
15172,0,1,28,19
15173,1,1,29,1
15174,0,0,33,5
15175,1,1,38,14
15176,1,1,50,8
15177,0,0,49,16
15178,0,0,20,13
15179,1,0,47,0
15180,0,0,60,10
15181,0,0,21,3
15182,0,0,31,15
15183,1,0,63,3
15184,1,0,63,13
15185,0,0,52,1
15186,1,0,26,14
15187,0,0,69,16
15188,1,0,44,18
15189,0,1,60,1
15190,1,0,20,3
15191,1,1,48,4
15192,0,0,40,16
15193,0,0,40,2
15194,0,0,22,4
15195,0,0,39,9
15196,0,0,52,15
15197,1,0,54,18
15198,1,0,41,4
15199,0,0,50,5
15200,1,0,60,16
15201,1,0,51,1
15202,1,0,39,13
15203,0,0,37,3
15204,0,1,27,12
15205,0,0,18,8
15206,0,0,22,1
15207,1,0,27,11
15208,1,0,56,17
15209,0,0,67,13
15210,0,0,67,16
15211,1,0,69,9
15212,1,1,26,15
15213,1,0,30,0
15214,0,0,44,2
15215,1,0,57,4
15216,1,0,50,6
15217,1,0,66,4
15218,0,0,47,3
15219,0,0,55,17
15220,0,0,61,18
15221,1,0,59,9
15222,1,0,41,14
15223,1,0,32,1
15224,1,0,62,7
15225,0,0,32,6
15226,0,0,27,3
15227,0,0,39,14
15228,0,0,34,16
15229,1,1,48,11
15230,1,0,19,14
15231,0,0,34,14
15232,1,0,39,7
15233,1,1,39,14
15234,0,0,61,8
15235,0,0,20,14
15236,0,0,34,7
15237,0,0,35,9
15238,1,0,26,0
15239,0,0,33,10
15240,0,0,58,13
15241,1,0,39,9
15242,1,0,36,4
15243,0,0,52,12
15244,1,0,64,0
15245,0,0,24,2
15246,0,0,26,14
15247,1,1,18,3
15248,0,0,52,1
15249,1,0,59,12
15250,0,0,33,6
15251,0,0,24,6
15252,1,0,40,15
15253,0,0,35,13
15254,1,0,65,4
15255,1,1,50,9
15256,1,0,61,17
15257,1,0,63,14
15258,0,0,55,13
15259,1,0,39,19
15260,1,0,56,10
15261,1,0,27,17
15262,1,1,20,10
15263,1,0,31,3
15264,0,0,31,2
15265,1,0,25,0
15266,0,0,48,16
15267,0,0,38,19
15268,1,0,69,15
15269,0,0,38,16
15270,0,0,38,6
15271,0,0,62,19
15272,1,1,40,14
15273,0,0,61,14
15274,1,0,18,7
15275,0,0,68,8
15276,0,0,35,0
15277,0,0,19,11
15278,1,0,68,17
15279,0,0,60,7
15280,1,0,52,10
15281,1,0,52,7
15282,1,0,68,5
15283,1,0,21,5
15284,0,0,28,9
15285,1,0,20,19
15286,1,0,62,13
15287,1,0,37,12
15288,1,0,22,12
15289,1,0,32,17
15290,1,0,48,14
15291,0,0,38,18
15292,1,0,37,16
15293,1,0,22,4
15294,1,0,59,8
15295,0,0,18,0
15296,1,1,57,7
15297,1,1,25,11
15298,0,0,59,11
15299,1,0,58,17
15300,0,1,18,12
15301,1,0,68,8
15302,0,0,45,9
15303,0,0,45,0
15304,0,0,27,12
15305,1,0,58,7
15306,0,0,37,18
15307,1,0,34,15
15308,1,1,68,11
15309,1,0,59,17
15310,0,0,48,18
15311,1,0,54,16
15312,1,0,28,17
15313,0,0,43,4
15314,0,1,59,18
15315,0,0,36,4
15316,1,0,23,12
15317,0,1,56,2
15318,0,0,47,17
15319,1,0,50,14
15320,1,0,38,4
15321,1,1,42,2
15322,1,0,20,11
15323,0,0,57,4
15324,1,0,20,16
15325,0,0,40,7
15326,1,0,48,16
15327,1,0,53,3
15328,0,0,22,13
15329,1,0,66,12
15330,0,0,59,1
15331,0,0,18,15
15332,1,0,25,4
15333,1,0,67,16
15334,1,0,59,3
15335,1,0,62,18
15336,1,0,43,13
15337,0,0,31,18
15338,0,0,32,3
15339,0,0,65,6
15340,0,0,37,17
15341,1,0,41,15
15342,0,0,18,12
15343,0,0,35,5
15344,0,0,29,19
15345,1,0,28,1
15346,1,0,26,1
15347,0,1,26,6
15348,1,0,57,13
15349,0,0,47,0
15350,1,0,22,7
15351,0,0,28,19
15352,0,1,67,15
15353,1,0,40,11
15354,1,0,29,6
15355,0,0,38,10
15356,1,0,65,10
15357,1,1,45,18
15358,1,0,48,6
15359,0,0,47,14
15360,0,0,57,4
15361,1,0,36,11
15362,0,0,22,16
15363,0,0,61,18
15364,0,0,19,3
15365,1,0,51,8
15366,0,0,39,4
15367,1,0,44,10
15368,0,0,44,14
15369,0,1,46,8
15370,0,0,55,3
15371,0,0,19,11
15372,1,0,63,19
15373,1,0,68,2
15374,0,1,22,14
15375,0,0,42,1
15376,1,1,52,18
15377,1,0,54,0
15378,1,1,34,1
15379,1,0,46,5
15380,0,0,35,9
15381,1,0,35,13
15382,0,0,19,11
15383,0,1,19,9
15384,1,1,33,8
15385,1,0,36,8
15386,1,1,63,19
15387,0,0,32,13
15388,0,0,39,4
15389,0,0,46,0
15390,1,0,27,15
15391,0,1,19,13
15392,1,0,55,10
15393,0,0,38,12
15394,1,0,36,18
15395,1,0,58,1
15396,0,0,52,11
15397,0,0,46,15
15398,1,0,33,7
15399,1,0,56,1
15400,1,0,58,5
15401,1,0,25,18
15402,0,0,30,10
15403,1,0,51,7
15404,0,1,21,4
15405,1,0,29,1
15406,0,0,43,16
15407,1,0,40,8
15408,0,0,23,18
15409,0,0,58,1
15410,0,0,59,8
15411,1,0,32,11
15412,1,0,21,0
15413,1,0,35,17
15414,0,0,19,10
15415,1,0,53,4
15416,1,0,20,12
15417,0,0,26,2
15418,0,0,50,17
15419,0,0,45,8
15420,0,0,64,6
15421,0,0,58,11
15422,1,0,51,16
15423,0,0,22,1
15424,1,0,66,7
15425,1,0,59,5
15426,1,0,40,7
15427,1,1,30,9
15428,0,0,69,17
15429,1,0,31,10
15430,0,0,42,6
15431,1,1,21,17
15432,1,0,49,8
15433,1,1,20,11
15434,1,0,64,16
15435,0,0,49,4
15436,0,0,25,18
15437,1,0,25,12
15438,0,1,62,10
15439,1,0,51,13
15440,0,0,60,11
15441,1,0,66,18
15442,0,0,29,8
15443,1,0,33,8
15444,1,0,29,2
15445,0,0,49,13
15446,0,0,18,14
15447,0,0,56,3
15448,0,0,23,3
15449,0,0,66,4
15450,0,0,50,17
15451,1,0,67,10
15452,0,0,49,8
15453,1,0,66,2
15454,1,0,32,2
15455,0,0,18,18
15456,0,0,60,3
15457,1,0,64,17
15458,0,0,33,15
15459,1,1,57,0
15460,1,0,52,17
15461,0,0,42,7
15462,1,1,26,1
15463,0,0,42,5
15464,0,0,26,1
15465,1,0,41,10
15466,1,0,64,10
15467,1,0,53,17
15468,1,0,57,7
15469,1,0,64,3
15470,1,0,43,10
15471,0,0,55,19
15472,1,0,59,4
15473,1,0,19,18
15474,0,0,44,0
15475,1,1,36,7
15476,0,0,27,0
15477,1,0,58,19
15478,1,0,45,16
15479,1,0,35,15
15480,0,0,47,7
15481,1,0,22,14
15482,0,0,53,5
15483,1,0,30,11
15484,1,0,54,3
15485,1,0,65,16
15486,1,0,50,4
15487,1,1,24,10
15488,0,0,60,17
15489,0,0,47,9
15490,1,0,64,10
15491,0,0,42,14
15492,0,0,66,5
15493,1,0,30,12
15494,0,0,28,7
15495,0,0,28,18
15496,1,0,41,7
15497,0,0,20,10
15498,0,0,56,18
15499,0,0,38,10
15500,1,0,69,13
15501,1,1,45,1
15502,1,0,38,16
15503,0,0,29,8
15504,1,0,49,4
15505,1,1,27,1
15506,1,1,69,19
15507,1,0,38,3
15508,0,1,42,8
15509,0,0,58,8
15510,0,0,37,13
15511,0,0,24,2
15512,1,0,19,9
15513,1,0,46,12
15514,1,0,61,15
15515,0,0,53,9
15516,0,0,43,3
15517,0,0,53,6
15518,0,0,19,19
15519,0,0,56,11
15520,1,0,60,2
15521,0,0,57,5
15522,1,0,47,3
15523,0,0,28,7
15524,1,0,44,4
15525,1,0,23,14
15526,0,0,34,16
15527,1,0,66,11
15528,1,0,22,4
15529,1,0,61,14
15530,1,0,62,17
15531,0,0,52,19
15532,1,0,31,17
15533,1,0,44,14
15534,0,0,59,7
15535,0,0,31,10
15536,1,0,28,11
15537,0,1,42,5
15538,1,0,19,18
15539,1,0,55,9
15540,1,0,42,19
15541,0,0,35,15
15542,0,0,62,13
15543,0,0,67,6
15544,1,0,51,13
15545,1,0,42,14
15546,1,0,65,13
15547,1,0,22,8
15548,0,0,58,4
15549,0,0,49,0
15550,1,0,60,0
15551,0,0,44,1
15552,0,0,57,8
15553,0,0,53,18
15554,0,0,24,19
15555,0,0,38,13
15556,1,0,30,0
15557,1,0,56,3
15558,1,0,29,3
15559,1,1,24,0
15560,1,0,33,4
15561,1,0,34,17
15562,0,0,43,1
15563,1,1,39,2
15564,0,0,28,13
15565,0,0,64,5
15566,0,1,68,4
15567,1,0,57,2
15568,0,0,18,4
15569,0,0,38,6
15570,0,0,64,17
15571,1,0,40,0
15572,1,0,29,9
15573,1,0,25,12
15574,0,0,26,12
15575,0,0,60,3
15576,1,0,64,12
15577,0,0,68,2
15578,1,0,49,4
15579,1,1,29,10
15580,1,0,55,6
15581,1,0,69,15
15582,0,0,21,3
15583,0,0,65,11
15584,1,0,50,5
15585,0,0,65,16
15586,0,0,68,0
15587,0,1,24,9
15588,0,0,18,19
15589,0,0,38,19
15590,0,0,66,14
15591,1,0,29,4
15592,1,1,41,0
15593,1,0,56,6
15594,1,0,60,3
15595,0,0,67,7
15596,0,1,66,18
15597,0,0,59,14
15598,1,0,68,5
15599,1,0,69,1
15600,0,0,58,9
15601,0,0,25,15
15602,1,0,19,11
15603,1,0,67,18
15604,1,1,38,10
15605,0,0,30,13
15606,0,0,53,7
15607,1,0,33,18
15608,1,0,52,0
15609,1,0,65,5
15610,1,0,24,6
15611,1,0,38,12
15612,1,0,42,8
15613,0,0,45,4
15614,0,0,50,6
15615,1,0,33,14
15616,0,0,22,13
15617,1,1,67,0
15618,1,1,38,13
15619,1,0,47,6
15620,0,0,60,8
15621,0,0,34,16
15622,1,1,51,6
15623,1,0,19,9
15624,1,0,49,6
15625,0,0,61,10
15626,0,0,33,9
15627,1,0,55,1
15628,1,0,20,17
15629,1,0,21,12
15630,0,1,21,17
15631,0,1,41,2
15632,0,1,58,9
15633,1,0,31,4
15634,1,0,41,19
15635,0,0,24,6
15636,0,0,68,4
15637,1,0,48,2
15638,0,0,49,12
15639,1,1,31,13
15640,1,1,24,1
15641,0,0,68,8
15642,0,1,50,14
15643,1,0,48,18
15644,0,0,44,3
15645,0,0,23,16
15646,1,0,24,13
15647,1,1,35,8
15648,1,0,43,17
15649,0,0,31,11
15650,0,0,68,5
15651,0,0,63,3
15652,0,0,18,6
15653,1,1,42,3
15654,0,0,21,12
15655,1,0,55,9
15656,0,0,69,8
15657,0,0,36,6
15658,1,0,38,19
15659,0,0,64,15
15660,0,1,42,2
15661,0,0,24,3
15662,0,0,18,13
15663,0,0,26,13
15664,0,0,45,19
15665,1,0,43,19
15666,1,0,19,5
15667,1,0,32,4
15668,0,0,54,4
15669,1,0,56,9
15670,0,0,19,13
15671,1,0,39,5
15672,1,0,39,12
15673,0,0,57,7
15674,1,0,18,12
15675,1,0,57,11
15676,1,1,27,18
15677,0,0,63,15
15678,1,0,39,2
15679,1,0,68,3
15680,0,0,66,14
15681,1,0,45,10
15682,0,0,58,4
15683,0,0,69,10
15684,1,0,38,11
15685,1,0,49,4
15686,1,0,24,9
15687,1,0,31,1
15688,0,0,18,9
15689,0,0,49,3
15690,1,0,44,2
15691,0,0,21,17
15692,1,0,48,1
15693,1,0,57,19
15694,0,0,20,8
15695,0,0,20,10
15696,1,0,29,12
15697,1,0,23,5
15698,1,0,62,13
15699,1,0,59,15
15700,0,0,42,17
15701,0,1,25,7
15702,0,0,31,7
15703,0,1,54,8
15704,0,0,62,13
15705,0,0,19,8
15706,0,0,58,10
15707,0,0,31,13
15708,0,0,49,14
15709,1,0,60,16
15710,1,0,27,11
15711,0,0,36,19
15712,1,0,64,11
15713,0,0,40,5
15714,1,1,52,3
15715,0,0,44,1
15716,1,0,35,11
15717,0,0,30,2
15718,1,1,48,13
15719,0,0,34,2
15720,1,1,27,16
15721,0,0,25,12
15722,0,0,57,7
15723,1,0,37,18
15724,0,0,44,16
15725,1,1,34,5
15726,0,0,34,11
15727,0,0,68,6
15728,1,0,22,12
15729,0,0,32,11
15730,0,0,44,12
15731,1,0,49,16
15732,1,0,52,3
15733,1,0,47,11
15734,0,1,42,0
15735,1,0,22,3
15736,0,0,55,16
15737,0,0,25,9
15738,1,0,28,7
15739,0,0,68,14
15740,0,0,22,15
15741,0,0,55,11
15742,1,0,27,7
15743,1,0,66,4
15744,1,0,32,8
15745,0,0,27,17
15746,1,0,61,10
15747,1,0,34,16
15748,0,0,44,7
15749,0,0,51,16
15750,0,0,62,0
15751,0,0,36,9
15752,1,0,40,1
15753,0,0,24,5
15754,0,0,65,19
15755,1,0,32,18
15756,1,1,57,15
15757,1,0,51,15
15758,0,0,58,9
15759,0,0,61,10
15760,0,1,67,9
15761,0,0,22,16
15762,0,0,27,5
15763,1,0,35,15
15764,0,0,35,18
15765,0,0,69,12
15766,0,0,41,9
15767,1,1,44,11
15768,1,0,36,7
15769,1,0,35,15
15770,0,0,58,12
15771,0,0,18,16
15772,0,0,49,0
15773,0,0,29,0
15774,1,1,47,10
15775,1,0,23,1
15776,1,0,69,7
15777,1,0,25,1
15778,1,0,34,17
15779,0,0,66,6
15780,1,0,39,18
15781,0,0,60,10
15782,1,1,38,7
15783,0,0,21,17
15784,0,0,41,6
15785,1,0,34,3
15786,0,0,49,4
15787,0,0,45,17
15788,0,0,51,2
15789,0,0,29,3
15790,1,0,23,17
15791,1,0,39,18
15792,0,0,57,16
15793,0,1,30,2
